"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","GDPHRWKD","TOT","USD","A","1984",48.586069,
"NOR","GDPHRWKD","TOT","USD","A","1985",50.093847,
"NOR","GDPHRWKD","TOT","USD","A","1986",50.590593,
"NOR","GDPHRWKD","TOT","USD","A","1987",51.366672,
"NOR","GDPHRWKD","TOT","USD","A","1988",51.441464,
"NOR","GDPHRWKD","TOT","USD","A","1989",53.599813,
"NOR","GDPHRWKD","TOT","USD","A","1990",55.413065,
"NOR","GDPHRWKD","TOT","USD","A","1991",57.757513,
"NOR","GDPHRWKD","TOT","USD","A","1992",59.549368,
"NOR","GDPHRWKD","TOT","USD","A","1993",60.946152,
"NOR","GDPHRWKD","TOT","USD","A","1994",63.248669,
"NOR","GDPHRWKD","TOT","USD","A","1995",65.271245,
"NOR","GDPHRWKD","TOT","USD","A","1996",67.441147,
"NOR","GDPHRWKD","TOT","USD","A","1997",69.213277,
"NOR","GDPHRWKD","TOT","USD","A","1998",69.281369,
"NOR","GDPHRWKD","TOT","USD","A","1999",70.073262,
"NOR","GDPHRWKD","TOT","USD","A","2000",72.789951,
"NOR","GDPHRWKD","TOT","USD","A","2001",75.506869,
"NOR","GDPHRWKD","TOT","USD","A","2002",77.934918,
"NOR","GDPHRWKD","TOT","USD","A","2003",80.845949,
"NOR","GDPHRWKD","TOT","USD","A","2004",82.90755,
"NOR","GDPHRWKD","TOT","USD","A","2005",84.118573,
"NOR","GDPHRWKD","TOT","USD","A","2006",83.873181,
"NOR","GDPHRWKD","TOT","USD","A","2007",82.822306,
"NOR","GDPHRWKD","TOT","USD","A","2008",80.563698,
"NOR","GDPHRWKD","TOT","USD","A","2009",80.579755,
"NOR","GDPHRWKD","TOT","USD","A","2010",80.91697,
"NOR","GDPHRWKD","TOT","USD","A","2011",80.26573,
"NOR","GDPHRWKD","TOT","USD","A","2012",81.002492,
"NOR","GDPHRWKD","TOT","USD","A","2013",81.508063,
"NOR","GDPHRWKD","TOT","USD","A","2014",82.09197,
"NOR","GDPHRWKD","TOT","USD","A","2015",83.151445,
"NOR","GDPHRWKD","TOT","USD","A","2016",83.642893,
"NOR","GDPHRWKD","TOT","USD","A","2017",85.428184,
"NOR","GDPHRWKD","TOT","USD","A","2018",85.027879,
"POL","GDPHRWKD","TOT","USD","A","1993",14.281306,
"POL","GDPHRWKD","TOT","USD","A","1994",15.1776,
"POL","GDPHRWKD","TOT","USD","A","1995",16.109112,
"POL","GDPHRWKD","TOT","USD","A","1996",16.987377,
"POL","GDPHRWKD","TOT","USD","A","1997",18.036317,
"POL","GDPHRWKD","TOT","USD","A","1998",18.680154,
"POL","GDPHRWKD","TOT","USD","A","1999",20.863108,
"POL","GDPHRWKD","TOT","USD","A","2000",22.117106,
"POL","GDPHRWKD","TOT","USD","A","2001",22.876173,
"POL","GDPHRWKD","TOT","USD","A","2002",24.134544,
"POL","GDPHRWKD","TOT","USD","A","2003",25.220792,
"POL","GDPHRWKD","TOT","USD","A","2004",26.204849,
"POL","GDPHRWKD","TOT","USD","A","2005",26.619144,
"POL","GDPHRWKD","TOT","USD","A","2006",27.378435,
"POL","GDPHRWKD","TOT","USD","A","2007",28.089155,
"POL","GDPHRWKD","TOT","USD","A","2008",28.317363,
"POL","GDPHRWKD","TOT","USD","A","2009",29.230884,
"POL","GDPHRWKD","TOT","USD","A","2010",31.179014,"B"
"POL","GDPHRWKD","TOT","USD","A","2011",32.648075,
"POL","GDPHRWKD","TOT","USD","A","2012",33.226128,
"POL","GDPHRWKD","TOT","USD","A","2013",33.768322,
"POL","GDPHRWKD","TOT","USD","A","2014",34.183666,
"POL","GDPHRWKD","TOT","USD","A","2015",34.831329,
"POL","GDPHRWKD","TOT","USD","A","2016",35.570538,
"POL","GDPHRWKD","TOT","USD","A","2017",37.260511,
"POL","GDPHRWKD","TOT","USD","A","2018",39.466947,
"PRT","GDPHRWKD","TOT","USD","A","1970",15.945391,
"PRT","GDPHRWKD","TOT","USD","A","1971",16.815655,
"PRT","GDPHRWKD","TOT","USD","A","1972",18.368793,
"PRT","GDPHRWKD","TOT","USD","A","1973",20.711355,
"PRT","GDPHRWKD","TOT","USD","A","1974",19.690099,
"PRT","GDPHRWKD","TOT","USD","A","1975",18.099533,
"PRT","GDPHRWKD","TOT","USD","A","1976",19.193182,
"PRT","GDPHRWKD","TOT","USD","A","1977",20.273037,
"PRT","GDPHRWKD","TOT","USD","A","1978",21.01904,
"PRT","GDPHRWKD","TOT","USD","A","1979",22.063051,
"PRT","GDPHRWKD","TOT","USD","A","1980",22.699185,
"PRT","GDPHRWKD","TOT","USD","A","1981",23.095718,
"PRT","GDPHRWKD","TOT","USD","A","1982",23.743563,
"PRT","GDPHRWKD","TOT","USD","A","1983",22.78311,
"PRT","GDPHRWKD","TOT","USD","A","1984",22.547962,
"PRT","GDPHRWKD","TOT","USD","A","1985",23.418303,
"PRT","GDPHRWKD","TOT","USD","A","1986",24.495148,
"PRT","GDPHRWKD","TOT","USD","A","1987",25.17886,
"PRT","GDPHRWKD","TOT","USD","A","1988",26.386827,
"PRT","GDPHRWKD","TOT","USD","A","1989",27.178847,
"PRT","GDPHRWKD","TOT","USD","A","1990",27.822761,
"PRT","GDPHRWKD","TOT","USD","A","1991",29.273733,
"PRT","GDPHRWKD","TOT","USD","A","1992",30.326161,
"PRT","GDPHRWKD","TOT","USD","A","1993",30.285925,
"PRT","GDPHRWKD","TOT","USD","A","1994",30.487203,
"PRT","GDPHRWKD","TOT","USD","A","1995",30.97826,
"PRT","GDPHRWKD","TOT","USD","A","1996",31.517268,
"PRT","GDPHRWKD","TOT","USD","A","1997",32.156417,
"PRT","GDPHRWKD","TOT","USD","A","1998",32.501739,
"PRT","GDPHRWKD","TOT","USD","A","1999",33.238285,
"PRT","GDPHRWKD","TOT","USD","A","2000",33.590656,
"PRT","GDPHRWKD","TOT","USD","A","2001",33.943898,
"PRT","GDPHRWKD","TOT","USD","A","2002",34.191361,
"PRT","GDPHRWKD","TOT","USD","A","2003",34.321987,
"PRT","GDPHRWKD","TOT","USD","A","2004",35.083094,
"PRT","GDPHRWKD","TOT","USD","A","2005",35.479464,
"PRT","GDPHRWKD","TOT","USD","A","2006",36.142693,
"PRT","GDPHRWKD","TOT","USD","A","2007",36.703752,
"PRT","GDPHRWKD","TOT","USD","A","2008",36.94053,
"PRT","GDPHRWKD","TOT","USD","A","2009",36.789787,
"PRT","GDPHRWKD","TOT","USD","A","2010",37.925909,
"PRT","GDPHRWKD","TOT","USD","A","2011",38.486792,
"PRT","GDPHRWKD","TOT","USD","A","2012",38.861939,
"PRT","GDPHRWKD","TOT","USD","A","2013",39.430254,
"PRT","GDPHRWKD","TOT","USD","A","2014",39.029357,
"PRT","GDPHRWKD","TOT","USD","A","2015",39.001183,
"PRT","GDPHRWKD","TOT","USD","A","2016",39.087184,
"PRT","GDPHRWKD","TOT","USD","A","2017",39.125619,
"PRT","GDPHRWKD","TOT","USD","A","2018",39.282215,
"SVK","GDPHRWKD","TOT","USD","A","1995",18.987531,
"SVK","GDPHRWKD","TOT","USD","A","1996",20.19533,
"SVK","GDPHRWKD","TOT","USD","A","1997",21.49271,
"SVK","GDPHRWKD","TOT","USD","A","1998",22.575149,
"SVK","GDPHRWKD","TOT","USD","A","1999",23.209002,
"SVK","GDPHRWKD","TOT","USD","A","2000",23.955885,
"SVK","GDPHRWKD","TOT","USD","A","2001",24.796833,
"SVK","GDPHRWKD","TOT","USD","A","2002",26.57962,
"SVK","GDPHRWKD","TOT","USD","A","2003",28.664487,
"SVK","GDPHRWKD","TOT","USD","A","2004",29.475784,
"SVK","GDPHRWKD","TOT","USD","A","2005",30.44834,
"SVK","GDPHRWKD","TOT","USD","A","2006",32.270225,
"SVK","GDPHRWKD","TOT","USD","A","2007",34.705785,
"SVK","GDPHRWKD","TOT","USD","A","2008",35.45377,
"SVK","GDPHRWKD","TOT","USD","A","2009",34.438708,
"SVK","GDPHRWKD","TOT","USD","A","2010",36.460194,
"SVK","GDPHRWKD","TOT","USD","A","2011",37.10034,
"SVK","GDPHRWKD","TOT","USD","A","2012",37.868382,
"SVK","GDPHRWKD","TOT","USD","A","2013",38.799144,
"SVK","GDPHRWKD","TOT","USD","A","2014",39.581067,
"SVK","GDPHRWKD","TOT","USD","A","2015",40.81351,
"SVK","GDPHRWKD","TOT","USD","A","2016",41.040692,
"SVK","GDPHRWKD","TOT","USD","A","2017",42.009008,
"SVK","GDPHRWKD","TOT","USD","A","2018",43.090953,
"ESP","GDPHRWKD","TOT","USD","A","1970",19.456887,
"ESP","GDPHRWKD","TOT","USD","A","1971",20.25442,
"ESP","GDPHRWKD","TOT","USD","A","1972",21.883742,
"ESP","GDPHRWKD","TOT","USD","A","1973",23.26632,
"ESP","GDPHRWKD","TOT","USD","A","1974",24.326899,
"ESP","GDPHRWKD","TOT","USD","A","1975",24.741098,
"ESP","GDPHRWKD","TOT","USD","A","1976",25.704537,
"ESP","GDPHRWKD","TOT","USD","A","1977",26.701432,
"ESP","GDPHRWKD","TOT","USD","A","1978",27.95182,
"ESP","GDPHRWKD","TOT","USD","A","1979",29.087821,
"ESP","GDPHRWKD","TOT","USD","A","1980",30.850611,
"ESP","GDPHRWKD","TOT","USD","A","1981",32.137047,
"ESP","GDPHRWKD","TOT","USD","A","1982",33.191642,
"ESP","GDPHRWKD","TOT","USD","A","1983",34.49197,
"ESP","GDPHRWKD","TOT","USD","A","1984",36.796259,
"ESP","GDPHRWKD","TOT","USD","A","1985",38.254926,
"ESP","GDPHRWKD","TOT","USD","A","1986",38.779929,
"ESP","GDPHRWKD","TOT","USD","A","1987",39.237604,
"ESP","GDPHRWKD","TOT","USD","A","1988",39.932882,
"ESP","GDPHRWKD","TOT","USD","A","1989",40.674833,
"ESP","GDPHRWKD","TOT","USD","A","1990",40.621231,
"ESP","GDPHRWKD","TOT","USD","A","1991",40.950215,
"ESP","GDPHRWKD","TOT","USD","A","1992",42.106477,
"ESP","GDPHRWKD","TOT","USD","A","1993",43.086844,
"ESP","GDPHRWKD","TOT","USD","A","1994",44.348789,
"ESP","GDPHRWKD","TOT","USD","A","1995",44.719709,
"ESP","GDPHRWKD","TOT","USD","A","1996",45.214954,
"ESP","GDPHRWKD","TOT","USD","A","1997",45.139362,
"ESP","GDPHRWKD","TOT","USD","A","1998",44.926662,
"ESP","GDPHRWKD","TOT","USD","A","1999",44.768294,
"ESP","GDPHRWKD","TOT","USD","A","2000",44.976405,
"ESP","GDPHRWKD","TOT","USD","A","2001",45.048434,
"ESP","GDPHRWKD","TOT","USD","A","2002",45.11831,
"ESP","GDPHRWKD","TOT","USD","A","2003",45.252569,
"ESP","GDPHRWKD","TOT","USD","A","2004",45.397634,
"ESP","GDPHRWKD","TOT","USD","A","2005",45.574953,
"ESP","GDPHRWKD","TOT","USD","A","2006",45.841477,
"ESP","GDPHRWKD","TOT","USD","A","2007",46.348126,
"ESP","GDPHRWKD","TOT","USD","A","2008",46.467486,
"ESP","GDPHRWKD","TOT","USD","A","2009",47.587326,
"ESP","GDPHRWKD","TOT","USD","A","2010",48.797078,
"ESP","GDPHRWKD","TOT","USD","A","2011",49.517454,
"ESP","GDPHRWKD","TOT","USD","A","2012",50.472428,
"ESP","GDPHRWKD","TOT","USD","A","2013",51.200573,
"ESP","GDPHRWKD","TOT","USD","A","2014",51.35308,
"ESP","GDPHRWKD","TOT","USD","A","2015",51.759291,
"ESP","GDPHRWKD","TOT","USD","A","2016",51.992659,
"ESP","GDPHRWKD","TOT","USD","A","2017",52.478956,
"ESP","GDPHRWKD","TOT","USD","A","2018",52.363755,
"SWE","GDPHRWKD","TOT","USD","A","1970",29.699931,
"SWE","GDPHRWKD","TOT","USD","A","1971",30.600497,
"SWE","GDPHRWKD","TOT","USD","A","1972",31.939946,
"SWE","GDPHRWKD","TOT","USD","A","1973",33.414011,
"SWE","GDPHRWKD","TOT","USD","A","1974",34.199566,
"SWE","GDPHRWKD","TOT","USD","A","1975",34.91215,
"SWE","GDPHRWKD","TOT","USD","A","1976",34.904202,
"SWE","GDPHRWKD","TOT","USD","A","1977",35.006406,
"SWE","GDPHRWKD","TOT","USD","A","1978",36.319637,
"SWE","GDPHRWKD","TOT","USD","A","1979",37.498018,
"SWE","GDPHRWKD","TOT","USD","A","1980",37.608069,
"SWE","GDPHRWKD","TOT","USD","A","1981",37.935762,
"SWE","GDPHRWKD","TOT","USD","A","1982",38.12539,
"SWE","GDPHRWKD","TOT","USD","A","1983",38.541998,
"SWE","GDPHRWKD","TOT","USD","A","1984",39.784002,
"SWE","GDPHRWKD","TOT","USD","A","1985",40.11538,
"SWE","GDPHRWKD","TOT","USD","A","1986",41.000164,
"SWE","GDPHRWKD","TOT","USD","A","1987",41.744646,
"SWE","GDPHRWKD","TOT","USD","A","1988",41.706314,
"SWE","GDPHRWKD","TOT","USD","A","1989",42.227485,
"SWE","GDPHRWKD","TOT","USD","A","1990",42.274333,
"SWE","GDPHRWKD","TOT","USD","A","1991",42.782344,
"SWE","GDPHRWKD","TOT","USD","A","1992",43.765477,
"SWE","GDPHRWKD","TOT","USD","A","1993",44.731591,
"SWE","GDPHRWKD","TOT","USD","A","1994",45.855836,
"SWE","GDPHRWKD","TOT","USD","A","1995",46.804075,
"SWE","GDPHRWKD","TOT","USD","A","1996",47.564385,
"SWE","GDPHRWKD","TOT","USD","A","1997",49.511244,
"SWE","GDPHRWKD","TOT","USD","A","1998",50.828076,
"SWE","GDPHRWKD","TOT","USD","A","1999",51.66129,
"SWE","GDPHRWKD","TOT","USD","A","2000",53.622333,
"SWE","GDPHRWKD","TOT","USD","A","2001",54.077643,
"SWE","GDPHRWKD","TOT","USD","A","2002",56.040074,
"SWE","GDPHRWKD","TOT","USD","A","2003",58.105756,
"SWE","GDPHRWKD","TOT","USD","A","2004",60.128862,
"SWE","GDPHRWKD","TOT","USD","A","2005",61.855295,
"SWE","GDPHRWKD","TOT","USD","A","2006",63.75765,
"SWE","GDPHRWKD","TOT","USD","A","2007",63.957947,
"SWE","GDPHRWKD","TOT","USD","A","2008",63.148741,
"SWE","GDPHRWKD","TOT","USD","A","2009",62.05684,
"SWE","GDPHRWKD","TOT","USD","A","2010",64.427335,
"SWE","GDPHRWKD","TOT","USD","A","2011",65.019747,
"SWE","GDPHRWKD","TOT","USD","A","2012",64.700275,
"SWE","GDPHRWKD","TOT","USD","A","2013",65.130877,
"SWE","GDPHRWKD","TOT","USD","A","2014",65.996373,
"SWE","GDPHRWKD","TOT","USD","A","2015",67.862915,
"SWE","GDPHRWKD","TOT","USD","A","2016",67.730731,
"SWE","GDPHRWKD","TOT","USD","A","2017",68.256362,
"SWE","GDPHRWKD","TOT","USD","A","2018",68.49764,
"CHE","GDPHRWKD","TOT","USD","A","1970",40.212427,
"CHE","GDPHRWKD","TOT","USD","A","1971",41.326637,
"CHE","GDPHRWKD","TOT","USD","A","1972",42.571289,
"CHE","GDPHRWKD","TOT","USD","A","1973",44.039112,
"CHE","GDPHRWKD","TOT","USD","A","1974",45.391888,
"CHE","GDPHRWKD","TOT","USD","A","1975",44.403441,
"CHE","GDPHRWKD","TOT","USD","A","1976",45.167347,
"CHE","GDPHRWKD","TOT","USD","A","1977",46.723537,
"CHE","GDPHRWKD","TOT","USD","A","1978",46.814132,
"CHE","GDPHRWKD","TOT","USD","A","1979",47.800117,
"CHE","GDPHRWKD","TOT","USD","A","1980",49.264592,
"CHE","GDPHRWKD","TOT","USD","A","1981",49.430627,
"CHE","GDPHRWKD","TOT","USD","A","1982",48.840761,
"CHE","GDPHRWKD","TOT","USD","A","1983",49.561045,
"CHE","GDPHRWKD","TOT","USD","A","1984",51.108483,
"CHE","GDPHRWKD","TOT","USD","A","1985",52.128556,
"CHE","GDPHRWKD","TOT","USD","A","1986",52.172745,
"CHE","GDPHRWKD","TOT","USD","A","1987",51.763545,
"CHE","GDPHRWKD","TOT","USD","A","1988",52.119588,
"CHE","GDPHRWKD","TOT","USD","A","1989",53.417913,
"CHE","GDPHRWKD","TOT","USD","A","1990",53.980588,
"CHE","GDPHRWKD","TOT","USD","A","1991",52.601857,"B"
"CHE","GDPHRWKD","TOT","USD","A","1992",53.067385,
"CHE","GDPHRWKD","TOT","USD","A","1993",53.553325,
"CHE","GDPHRWKD","TOT","USD","A","1994",53.92839,
"CHE","GDPHRWKD","TOT","USD","A","1995",54.890463,
"CHE","GDPHRWKD","TOT","USD","A","1996",56.104194,
"CHE","GDPHRWKD","TOT","USD","A","1997",57.821849,
"CHE","GDPHRWKD","TOT","USD","A","1998",58.490507,
"CHE","GDPHRWKD","TOT","USD","A","1999",58.250248,
"CHE","GDPHRWKD","TOT","USD","A","2000",60.12077,
"CHE","GDPHRWKD","TOT","USD","A","2001",61.341937,
"CHE","GDPHRWKD","TOT","USD","A","2002",61.803439,
"CHE","GDPHRWKD","TOT","USD","A","2003",61.554125,
"CHE","GDPHRWKD","TOT","USD","A","2004",61.956642,
"CHE","GDPHRWKD","TOT","USD","A","2005",63.609782,
"CHE","GDPHRWKD","TOT","USD","A","2006",65.150697,
"CHE","GDPHRWKD","TOT","USD","A","2007",66.533238,
"CHE","GDPHRWKD","TOT","USD","A","2008",66.754368,
"CHE","GDPHRWKD","TOT","USD","A","2009",65.308114,
"CHE","GDPHRWKD","TOT","USD","A","2010",67.008131,
"CHE","GDPHRWKD","TOT","USD","A","2011",66.655309,
"CHE","GDPHRWKD","TOT","USD","A","2012",66.832708,
"CHE","GDPHRWKD","TOT","USD","A","2013",68.085288,
"CHE","GDPHRWKD","TOT","USD","A","2014",68.797927,
"CHE","GDPHRWKD","TOT","USD","A","2015",68.065584,
"CHE","GDPHRWKD","TOT","USD","A","2016",68.256799,
"CHE","GDPHRWKD","TOT","USD","A","2017",69.761809,
"CHE","GDPHRWKD","TOT","USD","A","2018",71.406954,
"TUR","GDPHRWKD","TOT","USD","A","1970",11.169227,
"TUR","GDPHRWKD","TOT","USD","A","1971",11.643478,
"TUR","GDPHRWKD","TOT","USD","A","1972",12.220026,
"TUR","GDPHRWKD","TOT","USD","A","1973",12.44066,
"TUR","GDPHRWKD","TOT","USD","A","1974",12.909736,
"TUR","GDPHRWKD","TOT","USD","A","1975",13.776185,
"TUR","GDPHRWKD","TOT","USD","A","1976",15.12824,
"TUR","GDPHRWKD","TOT","USD","A","1977",15.285938,
"TUR","GDPHRWKD","TOT","USD","A","1978",15.437049,
"TUR","GDPHRWKD","TOT","USD","A","1979",15.244436,
"TUR","GDPHRWKD","TOT","USD","A","1980",14.743265,
"TUR","GDPHRWKD","TOT","USD","A","1981",15.385099,
"TUR","GDPHRWKD","TOT","USD","A","1982",15.828667,
"TUR","GDPHRWKD","TOT","USD","A","1983",16.520533,
"TUR","GDPHRWKD","TOT","USD","A","1984",17.962139,
"TUR","GDPHRWKD","TOT","USD","A","1985",18.157543,
"TUR","GDPHRWKD","TOT","USD","A","1986",19.23881,
"TUR","GDPHRWKD","TOT","USD","A","1987",21.037837,
"TUR","GDPHRWKD","TOT","USD","A","1988",21.250355,
"TUR","GDPHRWKD","TOT","USD","A","1989",20.438646,
"TUR","GDPHRWKD","TOT","USD","A","1990",21.971427,
"TUR","GDPHRWKD","TOT","USD","A","1991",21.288889,
"TUR","GDPHRWKD","TOT","USD","A","1992",22.050076,
"TUR","GDPHRWKD","TOT","USD","A","1993",24.765948,
"TUR","GDPHRWKD","TOT","USD","A","1994",22.051774,
"TUR","GDPHRWKD","TOT","USD","A","1995",23.109915,
"TUR","GDPHRWKD","TOT","USD","A","1996",23.832521,
"TUR","GDPHRWKD","TOT","USD","A","1997",25.804781,
"TUR","GDPHRWKD","TOT","USD","A","1998",25.834696,
"TUR","GDPHRWKD","TOT","USD","A","1999",24.136061,
"TUR","GDPHRWKD","TOT","USD","A","2000",26.120241,
"TUR","GDPHRWKD","TOT","USD","A","2001",24.507951,
"TUR","GDPHRWKD","TOT","USD","A","2002",26.15009,
"TUR","GDPHRWKD","TOT","USD","A","2003",27.835062,
"TUR","GDPHRWKD","TOT","USD","A","2004",30.336837,
"TUR","GDPHRWKD","TOT","USD","A","2005",32.069728,
"TUR","GDPHRWKD","TOT","USD","A","2006",33.627908,
"TUR","GDPHRWKD","TOT","USD","A","2007",35.410346,
"TUR","GDPHRWKD","TOT","USD","A","2008",35.30341,
"TUR","GDPHRWKD","TOT","USD","A","2009",33.889542,
"TUR","GDPHRWKD","TOT","USD","A","2010",34.762776,
"TUR","GDPHRWKD","TOT","USD","A","2011",36.641365,
"TUR","GDPHRWKD","TOT","USD","A","2012",37.412491,
"TUR","GDPHRWKD","TOT","USD","A","2013",39.94155,
"TUR","GDPHRWKD","TOT","USD","A","2014",39.952617,"E"
"TUR","GDPHRWKD","TOT","USD","A","2015",41.239199,"E"
"TUR","GDPHRWKD","TOT","USD","A","2016",41.645742,"E"
"TUR","GDPHRWKD","TOT","USD","A","2017",43.210619,"E"
"GBR","GDPHRWKD","TOT","USD","A","1970",22.79924,
"GBR","GDPHRWKD","TOT","USD","A","1971",24.282957,
"GBR","GDPHRWKD","TOT","USD","A","1972",25.710152,
"GBR","GDPHRWKD","TOT","USD","A","1973",26.166097,
"GBR","GDPHRWKD","TOT","USD","A","1974",25.986036,
"GBR","GDPHRWKD","TOT","USD","A","1975",25.774484,
"GBR","GDPHRWKD","TOT","USD","A","1976",26.916108,
"GBR","GDPHRWKD","TOT","USD","A","1977",27.841319,
"GBR","GDPHRWKD","TOT","USD","A","1978",29.169676,
"GBR","GDPHRWKD","TOT","USD","A","1979",30.098168,
"GBR","GDPHRWKD","TOT","USD","A","1980",30.382299,
"GBR","GDPHRWKD","TOT","USD","A","1981",32.197796,
"GBR","GDPHRWKD","TOT","USD","A","1982",33.156665,
"GBR","GDPHRWKD","TOT","USD","A","1983",34.910186,
"GBR","GDPHRWKD","TOT","USD","A","1984",34.611096,
"GBR","GDPHRWKD","TOT","USD","A","1985",35.004813,
"GBR","GDPHRWKD","TOT","USD","A","1986",35.918022,
"GBR","GDPHRWKD","TOT","USD","A","1987",37.234709,
"GBR","GDPHRWKD","TOT","USD","A","1988",37.16387,
"GBR","GDPHRWKD","TOT","USD","A","1989",37.313857,
"GBR","GDPHRWKD","TOT","USD","A","1990",37.739798,
"GBR","GDPHRWKD","TOT","USD","A","1991",38.488931,
"GBR","GDPHRWKD","TOT","USD","A","1992",40.334729,
"GBR","GDPHRWKD","TOT","USD","A","1993",41.799174,
"GBR","GDPHRWKD","TOT","USD","A","1994",42.843943,
"GBR","GDPHRWKD","TOT","USD","A","1995",43.774128,
"GBR","GDPHRWKD","TOT","USD","A","1996",44.392546,
"GBR","GDPHRWKD","TOT","USD","A","1997",45.89674,
"GBR","GDPHRWKD","TOT","USD","A","1998",46.674045,
"GBR","GDPHRWKD","TOT","USD","A","1999",47.851278,
"GBR","GDPHRWKD","TOT","USD","A","2000",49.300862,
"GBR","GDPHRWKD","TOT","USD","A","2001",50.349372,
"GBR","GDPHRWKD","TOT","USD","A","2002",51.617365,
"GBR","GDPHRWKD","TOT","USD","A","2003",53.162908,
"GBR","GDPHRWKD","TOT","USD","A","2004",54.32618,
"GBR","GDPHRWKD","TOT","USD","A","2005",54.822588,
"GBR","GDPHRWKD","TOT","USD","A","2006",56.01317,
"GBR","GDPHRWKD","TOT","USD","A","2007",56.835364,
"GBR","GDPHRWKD","TOT","USD","A","2008",56.938581,
"GBR","GDPHRWKD","TOT","USD","A","2009",55.587761,
"GBR","GDPHRWKD","TOT","USD","A","2010",56.906047,
"GBR","GDPHRWKD","TOT","USD","A","2011",57.037614,
"GBR","GDPHRWKD","TOT","USD","A","2012",56.771539,
"GBR","GDPHRWKD","TOT","USD","A","2013",56.943585,
"GBR","GDPHRWKD","TOT","USD","A","2014",56.856615,
"GBR","GDPHRWKD","TOT","USD","A","2015",57.803139,
"GBR","GDPHRWKD","TOT","USD","A","2016",57.531613,
"GBR","GDPHRWKD","TOT","USD","A","2017",58.119715,
"GBR","GDPHRWKD","TOT","USD","A","2018",58.419107,
"USA","GDPHRWKD","TOT","USD","A","1970",33.695687,
"USA","GDPHRWKD","TOT","USD","A","1971",34.959308,
"USA","GDPHRWKD","TOT","USD","A","1972",35.809589,
"USA","GDPHRWKD","TOT","USD","A","1973",36.659537,
"USA","GDPHRWKD","TOT","USD","A","1974",36.328802,
"USA","GDPHRWKD","TOT","USD","A","1975",37.32339,
"USA","GDPHRWKD","TOT","USD","A","1976",38.227638,
"USA","GDPHRWKD","TOT","USD","A","1977",38.635509,
"USA","GDPHRWKD","TOT","USD","A","1978",38.941509,
"USA","GDPHRWKD","TOT","USD","A","1979",39.115915,
"USA","GDPHRWKD","TOT","USD","A","1980",39.123829,
"USA","GDPHRWKD","TOT","USD","A","1981",40.031404,
"USA","GDPHRWKD","TOT","USD","A","1982",39.902798,
"USA","GDPHRWKD","TOT","USD","A","1983",40.994683,
"USA","GDPHRWKD","TOT","USD","A","1984",41.849306,
"USA","GDPHRWKD","TOT","USD","A","1985",42.618896,
"USA","GDPHRWKD","TOT","USD","A","1986",43.58295,
"USA","GDPHRWKD","TOT","USD","A","1987",43.899808,
"USA","GDPHRWKD","TOT","USD","A","1988",44.407319,
"USA","GDPHRWKD","TOT","USD","A","1989",44.798559,
"USA","GDPHRWKD","TOT","USD","A","1990",45.565675,
"USA","GDPHRWKD","TOT","USD","A","1991",46.162637,
"USA","GDPHRWKD","TOT","USD","A","1992",47.74843,
"USA","GDPHRWKD","TOT","USD","A","1993",47.930722,
"USA","GDPHRWKD","TOT","USD","A","1994",48.336769,
"USA","GDPHRWKD","TOT","USD","A","1995",48.443155,
"USA","GDPHRWKD","TOT","USD","A","1996",49.647451,
"USA","GDPHRWKD","TOT","USD","A","1997",50.367122,
"USA","GDPHRWKD","TOT","USD","A","1998",51.500246,
"USA","GDPHRWKD","TOT","USD","A","1999",53.000659,
"USA","GDPHRWKD","TOT","USD","A","2000",54.482603,
"USA","GDPHRWKD","TOT","USD","A","2001",55.702108,
"USA","GDPHRWKD","TOT","USD","A","2002",57.2688,
"USA","GDPHRWKD","TOT","USD","A","2003",59.038032,
"USA","GDPHRWKD","TOT","USD","A","2004",60.551286,
"USA","GDPHRWKD","TOT","USD","A","2005",61.834248,
"USA","GDPHRWKD","TOT","USD","A","2006",62.463582,
"USA","GDPHRWKD","TOT","USD","A","2007",63.257151,
"USA","GDPHRWKD","TOT","USD","A","2008",63.901727,
"USA","GDPHRWKD","TOT","USD","A","2009",65.986753,
"USA","GDPHRWKD","TOT","USD","A","2010",67.635063,
"USA","GDPHRWKD","TOT","USD","A","2011",67.661665,
"USA","GDPHRWKD","TOT","USD","A","2012",67.896487,
"USA","GDPHRWKD","TOT","USD","A","2013",68.185312,
"USA","GDPHRWKD","TOT","USD","A","2014",68.601065,
"USA","GDPHRWKD","TOT","USD","A","2015",69.118609,
"USA","GDPHRWKD","TOT","USD","A","2016",69.266853,
"USA","GDPHRWKD","TOT","USD","A","2017",70.132844,
"USA","GDPHRWKD","TOT","USD","A","2018",70.823934,"E"
"CHL","GDPHRWKD","TOT","USD","A","1986",10.353609,
"CHL","GDPHRWKD","TOT","USD","A","1987",10.547132,
"CHL","GDPHRWKD","TOT","USD","A","1988",10.636814,
"CHL","GDPHRWKD","TOT","USD","A","1989",11.118449,
"CHL","GDPHRWKD","TOT","USD","A","1990",11.117631,
"CHL","GDPHRWKD","TOT","USD","A","1991",11.989172,
"CHL","GDPHRWKD","TOT","USD","A","1992",12.862089,
"CHL","GDPHRWKD","TOT","USD","A","1993",12.972433,
"CHL","GDPHRWKD","TOT","USD","A","1994",13.713202,
"CHL","GDPHRWKD","TOT","USD","A","1995",15.239188,
